attribute_id,entity_type_id,attribute_code,attribute_model,backend_model,backend_type,backend_table,frontend_model,frontend_input,frontend_label,frontend_class,source_model,is_required,is_user_defined,default_value,is_unique,note,is_bfm_defined,attribute_id,frontend_input_renderer,is_global,is_visible,is_searchable,is_filterable,is_comparable,is_visible_on_front,is_html_allowed_on_front,is_used_for_price_rules,is_filterable_in_search,used_in_product_listing,used_for_sort_by,is_configurable,apply_to,is_visible_in_advanced_search,position,is_wysiwyg_enabled,is_used_for_promo_rules,search_weight,is_deleted,attribute_set_and_group_names
83,4,meta_keyword,NULL,NULL,text,NULL,NULL,textarea,Meta Keywords,NULL,NULL,0,0,NULL,0,NULL,0,83,NULL,0,1,0,0,0,0,0,0,0,0,0,1,NULL,0,0,0,0,1,0,Custom Frame|Meta Information
82,4,meta_title,NULL,NULL,varchar,NULL,NULL,text,Meta Title,NULL,NULL,0,0,NULL,0,NULL,0,82,NULL,0,1,0,0,0,0,0,0,0,0,0,1,NULL,0,0,0,0,1,0,Custom Frame|Meta Information
99,4,minimal_price,NULL,NULL,decimal,NULL,NULL,price,Minimal Price,NULL,NULL,0,0,NULL,0,NULL,0,99,NULL,0,0,0,0,0,0,0,0,0,0,0,1,"simple,configurable,virtual,bundle,downloadable,customframe,frame",0,0,0,0,1,0,Custom Frame|Prices
71,4,name,NULL,NULL,varchar,NULL,NULL,text,Name,NULL,NULL,1,0,NULL,0,NULL,0,71,NULL,0,1,1,0,0,0,0,0,0,1,1,1,NULL,1,0,0,1,1,0,Custom Frame|General
401,4,nickname_sizes,NULL,NULL,varchar,NULL,NULL,text,Nickname for Frame/Graphic sizes,validate-length maximum-length-20,NULL,0,1,NULL,0,Maximum length: 20 symbols,0,401,NULL,1,1,0,0,0,0,0,0,0,0,0,1,customframe,0,0,0,0,1,0,Custom Frame|Size
89,4,old_id,NULL,NULL,int,NULL,NULL,text,NULL,NULL,NULL,0,0,NULL,0,NULL,0,89,NULL,1,0,0,0,0,0,0,0,0,0,0,1,NULL,0,0,0,0,1,0,Custom Frame|General
349,4,opening_data,NULL,NULL,text,NULL,NULL,text,Opening Data,NULL,NULL,0,1,NULL,0,NULL,0,349,NULL,1,1,0,0,0,1,0,0,0,1,0,1,customframe,0,0,0,0,1,0,Custom Frame|General
350,4,opening_size,NULL,NULL,text,NULL,NULL,text,Opening Size,NULL,NULL,0,1,NULL,0,NULL,0,350,NULL,1,0,0,0,0,1,0,0,0,1,0,1,customframe,0,0,0,0,1,0,Custom Frame|General
137,4,open_amount_max,NULL,catalog/product_attribute_backend_price,decimal,NULL,NULL,price,Open Amount Max Value,NULL,NULL,0,1,NULL,0,NULL,0,137,NULL,2,1,0,0,0,0,0,0,0,1,0,0,giftcard,0,0,0,0,1,0,Custom Frame|Prices
136,4,open_amount_min,NULL,catalog/product_attribute_backend_price,decimal,NULL,NULL,price,Open Amount Min Value,NULL,NULL,0,1,NULL,0,NULL,0,136,NULL,2,1,0,0,0,0,0,0,0,1,0,0,giftcard,0,0,0,0,1,0,Custom Frame|Prices
109,4,options_container,NULL,NULL,varchar,NULL,NULL,select,Display Product Options In,NULL,catalog/entity_product_attribute_design_options_container,0,0,container2,0,NULL,0,109,NULL,0,1,0,0,0,0,0,0,0,0,0,1,NULL,0,0,0,0,1,0,Custom Frame|Design
390,4,oversize_profile,NULL,NULL,int,NULL,NULL,select,Oversize Fee,NULL,Ziffity\Shipping\Model\Product\Attribute\Source\OversizeProfile,1,1,NULL,0,NULL,0,390,NULL,1,1,0,0,0,0,0,0,0,0,0,1,NULL,0,0,0,0,1,0,Custom Frame|General
107,4,page_layout,NULL,NULL,varchar,NULL,NULL,select,Page Layout,NULL,catalog/product_attribute_source_layout,0,0,NULL,0,NULL,0,107,NULL,0,1,0,0,0,0,0,0,0,0,0,1,NULL,0,0,0,0,1,0,Custom Frame|Design
75,4,price,NULL,catalog/product_attribute_backend_price,decimal,NULL,NULL,price,Price,NULL,NULL,1,0,NULL,0,NULL,0,75,NULL,2,1,1,0,0,0,0,0,1,1,1,1,"simple,configurable,virtual,bundle,downloadable,frame",1,1,0,1,1,0,Custom Frame|Prices
124,4,price_type,NULL,NULL,int,NULL,NULL,select,Price Type,NULL,adg_customizer/product_source_priceType,1,1,1,0,NULL,0,124,NULL,1,0,0,0,0,1,0,0,0,1,0,1,"customframe,frame",0,0,0,0,1,0,Custom Frame|Prices
127,4,price_view,NULL,NULL,int,NULL,NULL,select,Price View,NULL,bundle/product_attribute_source_price_view,1,1,NULL,0,NULL,0,127,NULL,1,1,0,0,0,0,0,0,0,1,0,0,bundle,0,0,0,0,1,0,Custom Frame|Prices
352,4,product_videos,NULL,NULL,text,NULL,NULL,text,Product Videos,NULL,NULL,0,1,NULL,0,NULL,0,352,NULL,1,0,0,0,0,1,0,0,0,0,0,1,NULL,0,0,0,0,1,0,Custom Frame|Product Videos
101,4,recurring_profile,NULL,catalog/product_attribute_backend_recurring,text,NULL,NULL,text,Recurring Payment Profile,NULL,NULL,0,0,NULL,0,NULL,0,101,NULL,1,1,0,0,0,0,0,0,0,0,0,0,"simple,virtual",0,0,0,0,1,0,Custom Frame|Recurring Profile
110,4,required_options,NULL,NULL,static,NULL,NULL,text,NULL,NULL,NULL,0,0,NULL,0,NULL,0,110,NULL,1,0,0,0,0,0,0,0,0,1,0,1,NULL,0,0,0,0,1,0,Custom Frame|General
130,4,samples_title,NULL,NULL,varchar,NULL,NULL,NULL,Samples title,NULL,NULL,1,0,NULL,0,NULL,0,130,NULL,0,0,0,0,0,0,0,0,0,0,0,0,downloadable,0,0,0,0,1,0,Custom Frame|General
128,4,shipment_type,NULL,NULL,int,NULL,NULL,NULL,Shipment,NULL,NULL,1,0,NULL,0,NULL,0,128,NULL,1,0,0,0,0,0,0,0,0,1,0,0,bundle,0,0,0,0,1,0,Custom Frame|General
394,4,shipping_alert_qty,NULL,NULL,decimal,NULL,NULL,text,Alert Qty,validate-number,NULL,0,1,NULL,0,NULL,0,394,NULL,1,1,0,0,0,0,0,0,0,0,0,1,"simple,customframe",0,0,0,0,1,0,Custom Frame|General
389,4,shipping_profile,NULL,NULL,int,NULL,NULL,select,Ground Shipping Method,NULL,adg_shipping/source_shippingProfile,1,1,NULL,0,NULL,0,389,NULL,1,1,0,0,0,0,0,0,0,0,0,1,NULL,0,0,0,0,1,0,Custom Frame|General
73,4,short_description,NULL,NULL,text,NULL,NULL,textarea,Short Description,NULL,NULL,0,0,NULL,0,NULL,0,73,NULL,0,1,1,0,1,0,1,0,0,1,0,1,NULL,0,0,1,0,1,0,Custom Frame|General
393,4,show_qty_alert,NULL,catalog/product_attribute_backend_boolean,int,NULL,NULL,select,Show Qty Alert,NULL,eav/entity_attribute_source_boolean,0,1,0,0,If a certain quantity is met for a template then a message will be shown.,0,393,NULL,1,1,0,0,0,0,0,0,0,0,0,1,"simple,customframe",0,0,0,0,1,0,Custom Frame|General
247,4,size_type,NULL,NULL,int,NULL,NULL,select,Size Type,NULL,adg_customizer/product_source_sizeType,1,1,NULL,0,NULL,0,247,NULL,1,1,0,0,0,1,0,0,0,1,0,1,customframe,0,0,0,1,1,0,Custom Frame|Size
74,4,sku,NULL,catalog/product_attribute_backend_sku,static,NULL,NULL,text,SKU,NULL,NULL,1,0,NULL,1,NULL,0,74,NULL,1,1,1,0,1,0,0,1,0,0,0,1,NULL,0,0,0,1,1,0,Custom Frame|General
125,4,sku_type,NULL,NULL,int,NULL,NULL,NULL,NULL,NULL,NULL,1,0,NULL,0,NULL,0,125,NULL,1,0,0,0,0,0,0,0,0,0,0,0,bundle,0,0,0,0,1,0,Custom Frame|General
86,4,small_image,NULL,NULL,varchar,NULL,catalog/product_attribute_frontend_image,media_image,Small Image,NULL,NULL,0,0,NULL,0,NULL,0,86,NULL,0,1,0,0,0,0,0,0,0,1,0,1,NULL,0,0,0,0,1,0,Custom Frame|Images
113,4,small_image_label,NULL,NULL,varchar,NULL,NULL,text,Small Image Label,NULL,NULL,0,0,NULL,0,NULL,0,113,NULL,0,0,0,0,0,0,0,0,0,1,0,0,NULL,0,0,0,0,1,0,Custom Frame|General
